ParentLocation,Location,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh
South-East Asia,Bangladesh,37.98,34.32,41.87
Africa,Burkina Faso,38,16.93,79.8
Western Pacific,China,38.15,36.69,39.42
Africa,Rwanda,38.18,12.53,78.18
Africa,Sierra Leone,38.19,17.25,72.81
Europe,Uzbekistan,38.19,27.09,55.84
Africa,Senegal,38.21,22.11,57.29
Europe,Armenia,38.26,27.58,54.35
Europe,Kazakhstan,38.39,24.39,55.49
Africa,Burkina Faso,38.47,15.81,84.52
Africa,Mali,38.55,14.8,83.34
Africa,Mauritania,38.62,16.19,93.86
Africa,Chad,38.74,21.62,63.19
Europe,Kyrgyzstan,38.77,28.55,50.72
Eastern Mediterranean,United Arab Emirates,38.93,33.45,47.27
Africa,Uganda,39.01,25.31,53.38
Eastern Mediterranean,United Arab Emirates,39.03,32.87,47.74
Africa,Gambia,39.1,21.1,64.94
Western Pacific,China,39.12,37.87,40.23
Eastern Mediterranean,United Arab Emirates,39.16,31.97,48.5
Eastern Mediterranean,Iraq,39.29,31.91,49.48
Africa,Democratic Republic of the Congo,39.29,7.08,143
Africa,Sierra Leone,39.42,17.82,74.99
Africa,Togo,39.42,26.22,60.48
South-East Asia,Democratic People's Republic of Korea,39.57,30.01,50.85
Europe,Kyrgyzstan,39.65,27.55,53.37
Africa,Congo,39.96,5.5,175.6
Americas,Bahamas,4.86,3.63,6.23
Africa,Guinea-Bissau,40.06,19.03,77.18
Western Pacific,China,40.17,38.57,41.56
Eastern Mediterranean,Yemen,40.25,14.34,82.08
Africa,Cote d'Ivoire,40.41,22.75,68.96
Africa,Liberia,40.53,19.57,73.26
Africa,Ghana,40.58,25.38,63.24
Africa,Burkina Faso,40.74,16.57,91.48
Europe,Kyrgyzstan,40.94,25.49,58.84
Europe,Uzbekistan,40.98,29.83,57.12
Africa,Chad,41.15,22.52,69.38
Western Pacific,Mongolia,41.3,30.68,53.5
Africa,Gambia,41.4,23.18,70.16
Western Pacific,China,41.42,39.36,43.12
South-East Asia,Democratic People's Republic of Korea,41.46,31.42,53.61
Eastern Mediterranean,Yemen,41.61,14.4,85.18
Eastern Mediterranean,Yemen,41.66,13.62,87.52
Eastern Mediterranean,United Arab Emirates,41.75,35.66,50.29
South-East Asia,Democratic People's Republic of Korea,41.8,31.74,54.12
Africa,Liberia,41.88,19.84,78.07
Africa,Mauritania,41.98,17.86,90.84
Africa,Senegal,42.18,26.22,58.4
Africa,Guinea,42.38,22.34,76.19
South-East Asia,Bangladesh,42.47,37.86,47.63
Africa,Guinea-Bissau,42.65,19.88,84.06
Eastern Mediterranean,United Arab Emirates,42.89,36.35,52.16
Eastern Mediterranean,Iraq,42.96,34.76,53.18
Africa,Chad,42.97,23.97,77.85
Eastern Mediterranean,Yemen,43.04,14.25,90.18
Africa,Sierra Leone,43.32,19.21,85.32
Africa,Ghana,43.37,28.54,66.59
Europe,Uzbekistan,43.49,30.8,62.02
Africa,Gambia,43.5,24.55,76.5
Eastern Mediterranean,Yemen,43.87,14.72,93.03
South-East Asia,Democratic People's Republic of Korea,43.93,33.3,56.83
Africa,Senegal,44.35,28.57,59.2
Europe,Uzbekistan,44.55,31.07,61.76
Africa,Mali,45.06,16.12,97.71
Africa,Guinea,45.36,23.89,79.58
South-East Asia,Democratic People's Republic of Korea,45.39,34,58.66
Africa,Sierra Leone,45.42,20.04,92.87
Eastern Mediterranean,Iraq,45.44,37.2,56.25
South-East Asia,India,45.63,43.3,47.64
South-East Asia,Bangladesh,45.99,41.65,51
Africa,Burkina Faso,46.04,16.26,114
Africa,Ghana,46.04,31.19,69.74
Africa,Cote d'Ivoire,46.58,24.9,87.36
Europe,Uzbekistan,46.63,32.45,67.17
Eastern Mediterranean,Egypt,46.73,31.96,67.8
South-East Asia,Bangladesh,46.85,42.47,51.99
Africa,Mali,48.51,16.91,111.7
Eastern Mediterranean,Pakistan,48.52,39.43,62.08
Africa,Niger,48.67,21.19,98.24
South-East Asia,India,49.95,47.47,52.24
Europe,Finland,5.06,4.66,5.45
Americas,Bahamas,5.2,3.34,7.9
Americas,Bahamas,5.2,3.77,7.05
Americas,Bahamas,5.2,3.78,6.77
Americas,Canada,5.2,5.04,5.4
Europe,Sweden,5.33,5.01,5.64
Western Pacific,Nauru,5.47,1.6,11.71
Europe,Finland,5.47,5.16,5.76
Americas,Bahamas,5.52,3.85,7.35
Europe,Iceland,5.56,4.81,6.32
Europe,Iceland,5.79,5.11,6.46
Europe,Estonia,5.79,5.12,6.43
Europe,Norway,5.83,5.44,6.22
Europe,Sweden,5.96,5.7,6.22
Eastern Mediterranean,Pakistan,50.02,39.86,61.96
South-East Asia,Bangladesh,50.12,44.91,56.03
Eastern Mediterranean,Pakistan,50.13,41.1,59.96
Africa,Niger,50.15,21.92,99.9
South-East Asia,India,50.17,47.87,52.43
Africa,Ghana,50.42,35.18,76.1
Europe,Tajikistan,50.58,34.32,73.91
Western Pacific,Mongolia,50.62,38.27,63.31
Africa,Niger,50.75,21.3,100.5
Africa,Burkina Faso,51.29,16.65,132.8
Africa,Mauritania,51.29,19.13,112.9
Eastern Mediterranean,Bahrain,51.38,40.59,62.47
Eastern Mediterranean,Pakistan,51.59,42.89,60.53
Eastern Mediterranean,Bahrain,51.59,45.76,57.55
Eastern Mediterranean,Bahrain,51.82,45.88,57.66
Eastern Mediterranean,Bahrain,51.84,45.72,57.67
South-East Asia,India,53.03,50.33,55.58
Eastern Mediterranean,Qatar,53.16,41.39,68.03
Eastern Mediterranean,Pakistan,53.18,45.81,61.42
Africa,Cameroon,53.31,34.38,79.32
Europe,Tajikistan,53.65,38.18,76.75
Europe,Tajikistan,53.85,36.86,78.83
Africa,Chad,54.01,25.35,111.6
Africa,Cote d'Ivoire,54.06,26.26,107.7
Eastern Mediterranean,Qatar,54.52,42.37,69.29
Africa,Nigeria,54.56,37.04,74.71
Africa,Ghana,54.63,38.95,83.04
Africa,Mauritania,54.7,19.4,127.1
Eastern Mediterranean,Kuwait,54.93,44.65,67.24
Africa,Nigeria,55.33,36.68,73.91
Africa,Niger,55.52,25.02,113.1
South-East Asia,India,55.57,52.7,58.17
Africa,Nigeria,55.64,37.64,76.88
Eastern Mediterranean,Afghanistan,56,39.42,77.13
Africa,Nigeria,56.02,37.44,82.34
Eastern Mediterranean,Saudi Arabia,56.22,38.92,75.36
Africa,Cameroon,56.37,39.06,79.81
Africa,Nigeria,56.48,36.39,78.47
Eastern Mediterranean,Bahrain,56.48,36.58,82.66
Europe,Tajikistan,56.8,41.78,79.67
Eastern Mediterranean,Kuwait,57,47.49,72.07
Eastern Mediterranean,Saudi Arabia,57.16,40.09,76.04
Western Pacific,Mongolia,58.21,43.88,73.05
Eastern Mediterranean,Qatar,59.04,45.74,70.2
Eastern Mediterranean,Egypt,59.27,38.29,90.37
Africa,Niger,59.53,26.82,126.1
Eastern Mediterranean,Qatar,59.96,46.36,72.52
Europe,Finland,6.03,5.7,6.47
Europe,Sweden,6.03,5.78,6.32
Europe,Iceland,6.07,5.45,6.65
Americas,Canada,6.16,5.98,6.39
Europe,Iceland,6.2,5.59,6.76
Europe,Finland,6.21,5.88,6.63
Europe,Norway,6.3,5.95,6.63
Europe,Estonia,6.35,5.83,6.94
Americas,Canada,6.39,6.21,6.59
Europe,Finland,6.4,6.03,6.91
Europe,Sweden,6.4,6.14,6.65
Americas,United States of America,6.42,6.32,6.54
Europe,Iceland,6.55,5.89,7.29
Europe,Estonia,6.57,5.97,7.27
Europe,Portugal,6.58,6.22,6.94
Europe,Estonia,6.61,6.04,7.27
Europe,Estonia,6.67,6.01,7.29
Americas,Canada,6.7,6.52,6.91
Europe,Sweden,6.71,6.38,7.05
Western Pacific,Brunei Darussalam,6.73,5.59,8.09
Western Pacific,Niue,6.74,3.15,13.16
Western Pacific,Niue,6.74,3.15,13.16
Western Pacific,Brunei Darussalam,6.76,5.64,8.12
Western Pacific,Tuvalu,6.81,2.59,13.49
Western Pacific,Tuvalu,6.81,2.59,13.49
Western Pacific,Brunei Darussalam,6.86,5.76,8.32
Americas,Canada,6.87,6.66,7.07
Western Pacific,Brunei Darussalam,6.96,5.58,8.63
Europe,Norway,6.96,6.56,7.3
Africa,Cameroon,60.52,37.96,87.62
Eastern Mediterranean,Saudi Arabia,60.54,44.62,80.98
Africa,Chad,60.7,24.76,132.7
Eastern Mediterranean,Saudi Arabia,60.73,44.71,79.64
Eastern Mediterranean,Saudi Arabia,60.92,44.25,79.06
Eastern Mediterranean,Qatar,60.94,47.16,74.61
Africa,Cameroon,61.63,41.27,85.12
Africa,Cameroon,62.02,38.88,86.63
Eastern Mediterranean,Afghanistan,62.47,44.97,86.91
Eastern Mediterranean,Afghanistan,62.49,45.04,86.46
Europe,Tajikistan,62.65,46.83,82.97
Eastern Mediterranean,Egypt,63.16,40.38,92.33
Eastern Mediterranean,Kuwait,64.08,55.65,72.49
Eastern Mediterranean,Egypt,64.1,40.9,93.85
Eastern Mediterranean,Egypt,66.42,42.26,95.19
Eastern Mediterranean,Kuwait,67.22,58.28,77.33
Eastern Mediterranean,Kuwait,67.67,58.73,78.22
Western Pacific,Marshall Islands,7.07,2.54,14.88
Americas,Dominican Republic,7.1,4.5,10.1
Americas,United States of America,7.1,6.98,7.23
Western Pacific,Kiribati,7.18,2.87,15.26
Americas,United States of America,7.18,7.07,7.28
Europe,Norway,7.19,6.83,7.47
Western Pacific,Marshall Islands,7.21,2.62,15.2
Western Pacific,Fiji,7.23,3.59,11.59
Americas,Dominican Republic,7.25,4.59,10.43
Europe,Portugal,7.29,6.97,7.6
Europe,Portugal,7.34,7.1,7.57
Western Pacific,Fiji,7.36,3.69,11.78
Western Pacific,Brunei Darussalam,7.36,6.09,9.16
Western Pacific,Tonga,7.39,4.08,12.47
Western Pacific,Nauru,7.4,2.89,14.43
Western Pacific,Nauru,7.4,2.89,14.43
Western Pacific,Nauru,7.4,2.89,14.43
Americas,United States of America,7.41,7.29,7.51
Europe,Norway,7.49,7.16,7.87
Europe,Ireland,7.5,6.84,8.14
Western Pacific,Tonga,7.52,4.22,12.61
Western Pacific,Samoa,7.54,2.55,17.57
Western Pacific,Marshall Islands,7.55,2.82,15.77
Western Pacific,Marshall Islands,7.55,2.82,15.77
Americas,United States of America,7.57,7.42,7.69
Americas,Dominican Republic,7.59,4.67,11.52
Western Pacific,Kiribati,7.62,3.14,16.26
Americas,Saint Kitts and Nevis,7.62,5.82,10.07
Americas,Saint Kitts and Nevis,7.62,5.82,10.07
Europe,Portugal,7.63,7.4,7.87
Western Pacific,Solomon Islands,7.64,2.77,14.86
Western Pacific,Micronesia (Federated States of),7.71,3.25,15.45
Western Pacific,Tonga,7.74,4.45,12.91
Western Pacific,Tonga,7.74,4.45,12.91
Europe,Russian Federation,7.74,6.2,9.89
Americas,Dominican Republic,7.76,4.71,11.97
Western Pacific,Cook Islands,7.77,3.27,16.76
Western Pacific,Samoa,7.78,2.67,17.69
Western Pacific,Micronesia (Federated States of),7.79,3.27,15.61
Europe,Switzerland,7.79,7.52,8.15
Western Pacific,Cook Islands,7.8,3.25,16.85
Western Pacific,Palau,7.81,2.91,17.41
Western Pacific,Palau,7.82,2.93,17.42
Europe,United Kingdom of Great Britain and Northern Ireland,7.82,7.45,8.33
Western Pacific,Solomon Islands,7.83,2.86,15
Western Pacific,Cook Islands,7.87,3.22,17.12
Western Pacific,Cook Islands,7.87,3.22,17.12
Americas,Dominica,7.87,5.44,11.63
Western Pacific,Palau,7.92,3.02,17.48
Western Pacific,Palau,7.92,3.02,17.48
Western Pacific,Australia,7.94,7.38,8.57
Europe,Andorra,7.96,6.59,9.65
Western Pacific,Kiribati,7.98,3.28,16.63
Western Pacific,Kiribati,7.98,3.28,16.63
Americas,Dominican Republic,7.98,4.73,12.49
Europe,Portugal,7.98,7.67,8.27
Eastern Mediterranean,Afghanistan,75.19,53.87,102.9
Americas,Saint Kitts and Nevis,8.05,6.19,10.41
Western Pacific,Samoa,8.07,2.8,18.16
Western Pacific,Samoa,8.07,2.8,18.16
Americas,Saint Kitts and Nevis,8.08,6.21,10.44
Western Pacific,Vanuatu,8.12,2.96,18.56
Americas,Antigua and Barbuda,8.12,5.56,11.35
Western Pacific,Micronesia (Federated States of),8.13,3.56,16.38
Western Pacific,Micronesia (Federated States of),8.13,3.56,16.38
Western Pacific,Fiji,8.14,4.31,13.14
Western Pacific,Fiji,8.14,4.31,13.14
Europe,Ireland,8.2,7.66,8.65
Americas,Dominica,8.22,5.78,12.05
Americas,Uruguay,8.24,5.64,11.73
Europe,Spain,8.28,8.04,8.55
Americas,Antigua and Barbuda,8.3,5.72,11.54
Western Pacific,New Zealand,8.31,7.76,8.82
Western Pacific,Solomon Islands,8.38,3.26,15.3
Americas,Dominica,8.38,5.92,12.24
Americas,Dominica,8.38,5.92,12.24
Western Pacific,Vanuatu,8.42,3.25,18.69
Americas,Antigua and Barbuda,8.42,5.84,11.68
Americas,Antigua and Barbuda,8.42,5.84,11.68
Europe,Luxembourg,8.43,7.69,9.13
Americas,Uruguay,8.46,6.86,10.5
Americas,Uruguay,8.48,6.67,10.7
Americas,Uruguay,8.51,6.76,10.62
Europe,Andorra,8.52,7.49,10.05
Western Pacific,New Zealand,8.54,7.88,9.15
Americas,Uruguay,8.6,6.44,11.58
Western Pacific,New Zealand,8.61,8.11,9.11
Europe,Ireland,8.66,8.18,9.19
Europe,Ireland,8.68,8.19,9.1
Western Pacific,New Zealand,8.69,8.13,9.22
Western Pacific,Solomon Islands,8.7,3.27,15.71
Europe,Ireland,8.7,8.01,9.41
Europe,Luxembourg,8.74,7.8,9.57
Western Pacific,Papua New Guinea,8.78,3.14,19.05
Western Pacific,Solomon Islands,8.78,3.29,15.9
Europe,Denmark,8.8,7.71,10.2
Europe,Switzerland,8.81,8.5,9.14
Europe,United Kingdom of Great Britain and Northern Ireland,8.83,8.48,9.23
Americas,Saint Vincent and the Grenadines,8.88,5.95,12.23
Europe,Russian Federation,8.88,7.31,10.85
Europe,Andorra,8.88,7.88,10.18
Europe,Andorra,8.88,7.88,10.18
Western Pacific,Papua New Guinea,8.89,3.18,19.45
Europe,Luxembourg,8.89,8.4,9.4
Western Pacific,New Zealand,8.93,8.51,9.39
Western Pacific,Australia,8.93,8.61,9.27
Americas,Saint Lucia,8.94,6.48,11.84
Americas,Saint Lucia,8.94,6.48,11.84
Europe,Switzerland,8.97,8.73,9.23
Americas,Saint Lucia,8.98,6.51,11.84
Eastern Mediterranean,Afghanistan,84.04,60.77,114.9
Americas,Saint Lucia,9,6.58,11.84
Europe,France,9,8.73,9.17
Europe,Russian Federation,9.08,7.26,11.52
Western Pacific,Australia,9.08,8.73,9.43
Western Pacific,Vanuatu,9.09,3.54,19.32
Western Pacific,Vanuatu,9.09,3.54,19.32
Americas,Haiti,9.09,5.33,15.24
Europe,Luxembourg,9.11,8.63,9.57
Western Pacific,Australia,9.12,8.79,9.44
Europe,Spain,9.14,8.92,9.39
Americas,Barbados,9.19,6.51,13.28
Western Pacific,Australia,9.19,8.8,9.7
Europe,Monaco,9.21,8.24,10.27
Europe,Monaco,9.21,8.24,10.27
Europe,Monaco,9.21,8.24,10.27
Western Pacific,Papua New Guinea,9.24,3.39,21.22
Europe,Luxembourg,9.25,8.54,10.07
Europe,Switzerland,9.25,9.02,9.49
Europe,Malta,9.31,8.49,10.11
Europe,Spain,9.34,9.14,9.56
Americas,Haiti,9.35,5.33,16.34
Europe,Lithuania,9.39,8.27,10.38
Americas,Saint Vincent and the Grenadines,9.41,6.18,13.21
Western Pacific,Papua New Guinea,9.51,3.15,21.84
Americas,Saint Vincent and the Grenadines,9.51,6.22,13.39
Americas,Saint Vincent and the Grenadines,9.51,6.22,13.39
Europe,United Kingdom of Great Britain and Northern Ireland,9.52,9.17,9.82
Americas,Brazil,9.57,7.14,12.87
Europe,Denmark,9.57,8.49,10.79
Europe,Denmark,9.66,8.77,10.69
Western Pacific,Papua New Guinea,9.67,3,22.74
Europe,Latvia,9.68,8.22,11.02
Americas,Haiti,9.69,5.41,16.64
Europe,United Kingdom of Great Britain and Northern Ireland,9.71,9.37,10.02
Europe,Germany,9.72,9.53,9.93
Europe,Spain,9.77,9.56,9.98
Americas,Haiti,9.78,5.37,16.72
Americas,Barbados,9.79,6.9,13.99
Western Pacific,Japan,9.8,8.63,10.95
Americas,Barbados,9.83,6.91,14.01
Americas,Barbados,9.83,6.95,14.09
Americas,Barbados,9.84,6.91,13.96
Americas,Grenada,9.84,6.93,12.87
Europe,San Marino,9.85,8.21,11.53
Europe,San Marino,9.85,8.21,11.53
Europe,San Marino,9.85,8.21,11.53
Europe,Russian Federation,9.86,8.24,12.08
Europe,Switzerland,9.87,9.54,10.13
Africa,Mauritius,9.89,7.83,12.36
Europe,Belgium,9.91,9.39,10.44
Europe,Netherlands (Kingdom of the),9.96,9.46,10.42
Western Pacific,Singapore,9.98,6.27,14.51
Europe,Switzerland,10.01,9.77,10.29
Africa,Kenya,10.02,6.33,13.74
Europe,Denmark,10.02,9.11,11.06
Americas,Saint Vincent and the Grenadines,10.04,7.15,14.75
Americas,Saint Vincent and the Grenadines,10.04,7.15,14.75
Europe,United Kingdom of Great Britain and Northern Ireland,10.07,9.71,10.4
Europe,Lithuania,10.08,8.96,11.23
Europe,Spain,10.08,9.88,10.3
Europe,Luxembourg,10.09,9.34,11.01
Americas,Haiti,10.23,5.76,17.36
Americas,Brazil,10.25,8.26,12.47
Europe,Russian Federation,10.27,8.51,12.54
Europe,Latvia,10.28,8.74,11.64
Europe,United Kingdom of Great Britain and Northern Ireland,10.28,9.92,10.63
Americas,Haiti,10.31,5.81,17.25
Americas,Grenada,10.31,7.85,14.13
Europe,Switzerland,10.33,10.07,10.59
Americas,Barbados,10.36,7.14,14.83
Americas,Barbados,10.39,7.17,14.9
Americas,Barbados,10.4,7.17,14.92
Americas,Barbados,10.41,7.14,14.93
Africa,Mauritius,10.45,8.21,12.84
Africa,Mauritius,10.45,8.22,12.82
Americas,Trinidad and Tobago,10.47,7.8,12.87
Africa,Mauritius,10.47,8.17,13.2
Europe,Denmark,10.49,9.74,11.35
Europe,Spain,10.52,10.31,10.75
Western Pacific,Japan,10.52,9.53,11.58
Americas,Grenada,10.57,8.05,14.41
Europe,Russian Federation,10.61,8.81,12.84
Europe,Germany,10.62,10.4,10.84
Europe,Netherlands (Kingdom of the),10.66,10.09,11.18
Europe,United Kingdom of Great Britain and Northern Ireland,10.67,10.31,11
Americas,Grenada,10.71,8.14,14.56
Americas,Grenada,10.71,8.14,14.56
Americas,Guyana,10.72,5.55,16.69
Americas,Trinidad and Tobago,10.72,8.21,13.07
Europe,Belgium,10.73,10.17,11.28
Europe,San Marino,10.81,8.98,12.69
Europe,San Marino,10.81,8.98,12.69
Europe,San Marino,10.81,8.98,12.69
Americas,Trinidad and Tobago,10.84,8.39,12.87
Americas,Trinidad and Tobago,10.85,8.43,13.14
Americas,Belize,10.86,4.63,20.6
Americas,Trinidad and Tobago,10.86,8.34,13.27
Western Pacific,Japan,10.87,10.13,11.65
Americas,Belize,10.87,4.75,21.04
Americas,Belize,10.89,5.03,22.05
Americas,Haiti,10.89,6.11,18.31
Americas,Belize,10.9,4.58,20.92
Americas,Belize,10.9,4.6,20.92
Africa,Namibia,10.92,6.06,18.14
Europe,Spain,10.95,10.7,11.17
Europe,Switzerland,11.02,10.7,11.31
Europe,France,11.02,10.83,11.25
Europe,Denmark,11.1,10.5,11.93
Africa,Mauritius,11.1,8.64,13.79
Europe,Lithuania,11.12,10.11,12.38
Western Pacific,Japan,11.14,10.42,11.87
Americas,Brazil,11.15,9.64,13.06
Americas,Paraguay,11.2,7.76,17.39
Europe,France,11.23,11.05,11.43
Europe,Netherlands (Kingdom of the),11.26,10.75,11.86
Western Pacific,Japan,11.38,10.7,12.04
Americas,Suriname,11.38,5.88,18.81
Europe,Austria,11.42,11.03,11.82
Americas,Brazil,11.48,10.26,13.2
Europe,Netherlands (Kingdom of the),11.49,11.14,11.97
Europe,Germany,11.5,11.27,11.75
Americas,Guyana,11.52,5.9,18.12
Americas,Argentina,11.58,8.97,14.52
Americas,Cuba,11.61,8.01,16.82
Europe,Netherlands (Kingdom of the),11.63,11.28,12.11
Americas,Guyana,11.68,5.92,18.67
Europe,Germany,11.7,11.51,11.9
Americas,Argentina,11.75,8.89,15.17
Africa,Namibia,11.88,6.32,18.93
Europe,Netherlands (Kingdom of the),11.9,11.56,12.23
South-East Asia,Maldives,11.91,9.33,15.53
Europe,Belgium,11.98,11.41,12.48
Americas,Brazil,11.99,10.92,13.55
Americas,Paraguay,12.11,9.07,17.64
Americas,Guyana,12.14,6.12,19.72
Americas,Panama,12.14,9.19,16.35
Europe,Germany,12.15,11.96,12.34
Europe,Belgium,12.16,11.75,12.58
Europe,France,12.2,12.02,12.47
South-East Asia,Maldives,12.2,9.84,15.33
Europe,Lithuania,12.28,10.93,14.37
Europe,Latvia,12.32,10.6,13.84
Americas,Paraguay,12.36,9.33,17.47
Americas,Panama,12.37,8.99,15.86
Africa,Kenya,12.38,7.48,17.39
Africa,Zimbabwe,12.4,6.73,21.37
Americas,Guyana,12.44,6.26,20.31
Africa,Namibia,12.44,6.96,19.36
Europe,Austria,12.45,12.16,12.75
South-East Asia,Maldives,12.47,10.25,15.7
Americas,Panama,12.48,8.78,16.45
Europe,Belgium,12.49,12.1,12.88
Europe,Lithuania,12.5,11.51,13.97
Americas,Panama,12.52,9.04,16.07
Americas,Argentina,12.55,8.38,17.83
Africa,Kenya,12.58,7.84,17.89
Americas,Argentina,12.6,9.1,16.68
Africa,Botswana,12.62,8.92,18.72
Americas,Panama,12.64,9.53,17.13
Europe,Austria,12.68,12.37,13.09
Europe,Lithuania,12.73,11.76,13.65
Americas,Suriname,12.75,6.82,21.26
Africa,Kenya,12.75,8.11,18.32
Europe,Ukraine,12.83,9.87,17.25
Europe,Latvia,12.84,11.26,14.3
Africa,Botswana,12.95,9.31,19.07
Europe,France,12.97,12.69,13.29
Europe,Germany,12.97,12.79,13.18
Europe,Republic of Moldova,12.97,9.47,16.76
Eastern Mediterranean,Morocco,13,10.15,16.93
Europe,Malta,13.02,11.15,15.28
Americas,Paraguay,13.1,10.13,17.88
Western Pacific,Singapore,13.12,10.34,17.26
Western Pacific,Singapore,13.12,10.34,17.26
Western Pacific,Singapore,13.12,10.34,17.26
Africa,Zimbabwe,13.12,7.07,22.79
Africa,Zimbabwe,13.16,7.04,23.57
South-East Asia,Maldives,13.17,10.37,17.71
Africa,Namibia,13.17,6.65,22.35
Europe,Republic of Moldova,13.21,10.02,17.06
South-East Asia,Maldives,13.26,10.45,17.5
Europe,Belgium,13.27,12.88,13.61
Europe,Republic of Moldova,13.3,9.85,17.24
Americas,Paraguay,13.37,10.29,17.99
Americas,Suriname,13.39,7.09,22.05
Eastern Mediterranean,Morocco,13.4,10.63,17.2
Americas,Argentina,13.44,9.33,18.47
Eastern Mediterranean,Morocco,13.58,11.08,16.74
Europe,Austria,13.66,13.32,14.17
Eastern Mediterranean,Somalia,13.66,7.91,22.78
Americas,Suriname,13.67,7.33,21.94
Europe,Republic of Moldova,13.7,10.36,18.09
Europe,Greece,13.73,12.06,15.66
Americas,Colombia,13.76,11.12,16.23
Europe,Cyprus,13.77,11.58,16.11
Europe,Malta,13.79,12.66,15.27
Europe,Malta,13.8,12.67,15.28
Europe,Italy,13.82,13.52,14.1
Eastern Mediterranean,Morocco,13.84,11.47,16.86
Americas,Cuba,13.84,9.48,20.06
Europe,Ukraine,13.85,10.11,19.61
Americas,Colombia,13.87,11.54,16.33
Americas,Suriname,13.87,7.43,21.86
Europe,Belarus,13.93,11.47,16.42
Europe,Malta,13.96,12.93,15.41
Eastern Mediterranean,Morocco,14.01,11.69,16.76
Africa,Namibia,14.02,6.22,27.66
Africa,Botswana,14.08,10.4,19.74
Africa,Comoros,14.08,7.15,23.92
Africa,South Africa,14.22,11.93,16.21
Europe,Ukraine,14.24,10.76,19.97
Americas,Cuba,14.28,10.1,20.15
Africa,Kenya,14.39,8.19,20.66
Africa,Comoros,14.42,7.41,23.81
Africa,Comoros,14.42,7.41,23.81
Eastern Mediterranean,Somalia,14.44,7.64,24.56
Europe,Romania,14.45,13.62,15.18
Eastern Mediterranean,Somalia,14.45,7.64,24.56
Africa,Zimbabwe,14.48,7.21,26.76
Africa,United Republic of Tanzania,14.52,9.88,21.55
Africa,Comoros,14.53,7.5,23.83
Eastern Mediterranean,Somalia,14.54,7.15,27.93
Americas,Jamaica,14.56,12.37,17.48
Europe,Austria,14.61,14.03,15.49
Africa,Botswana,14.64,10.58,20.74
Africa,Eswatini,14.66,10.31,19.35
Europe,Republic of Moldova,14.67,10.72,19.79
Americas,Colombia,14.72,12.14,16.82
Africa,Comoros,14.75,7.67,23.98
Americas,Costa Rica,14.77,11.97,18.68
Americas,Jamaica,14.81,12.8,17.71
Africa,Madagascar,14.86,10.02,21.94
Africa,Eswatini,14.95,10.46,19.78
Africa,Zimbabwe,14.98,7.22,28.13
Africa,Botswana,15.02,10.5,21.37
Eastern Mediterranean,Somalia,15.03,6.89,30
Americas,Costa Rica,15.13,12.82,18.11
Europe,Latvia,15.15,13.59,16.96
Europe,Belarus,15.25,12.47,17.68
Europe,Ukraine,15.29,11.42,21.95
Europe,Cyprus,15.38,13.7,17.17
Africa,United Republic of Tanzania,15.41,10.89,22.66
Europe,Cyprus,15.44,13.67,17.83
Europe,Greece,15.56,13.58,17.63
Africa,Eswatini,15.57,10.78,20.85
Americas,Costa Rica,15.59,13.77,18.25
Europe,Romania,15.6,14.8,16.43
Europe,Greece,15.69,14.48,16.96
Americas,Jamaica,15.73,13.48,18.82
Europe,Italy,15.74,15.44,16
Africa,Eswatini,15.79,10.91,21.39
Africa,Seychelles,15.84,11.24,22.64
Americas,Colombia,15.85,13.39,17.83
Europe,Romania,15.87,14.61,17.35
Western Pacific,Malaysia,15.95,14.2,17.82
Americas,Costa Rica,15.95,14.35,18.19
Europe,Italy,15.97,15.75,16.19
Americas,Ecuador,15.98,13.47,19.11
Africa,United Republic of Tanzania,16,10.6,23.1
Europe,Ukraine,16,11.94,23.13
Americas,Mexico,16.03,14.18,18.12
Americas,Ecuador,16.05,13.24,19.47
Europe,Belarus,16.09,13.87,18.4
Africa,Madagascar,16.14,11.11,24.08
Africa,United Republic of Tanzania,16.16,11.52,23.26
Africa,Eswatini,16.18,11.14,22.5
Africa,Zambia,16.19,7.68,30.32
Africa,Mozambique,16.23,7.88,26.8
Africa,United Republic of Tanzania,16.29,10.75,24.67
Europe,Hungary,16.31,15.16,17.4
Americas,Costa Rica,16.35,14.51,18.21
Africa,Mozambique,16.35,8.39,26.33
Americas,Ecuador,16.38,14.2,19.34
Europe,Cyprus,16.41,15.06,17.91
